id,target
133363,0.004712
133364,0.006053
133365,0.001850
133366,0.002335
133367,0.003770
133368,0.009741
133369,0.005314
133370,0.004796
133371,0.010345
133372,0.006099
133373,0.004950
133374,0.003572
133375,0.004343
133376,0.003443
133377,0.009258
133378,0.009246
133379,0.008978
133380,0.005943
133381,0.004166
133382,0.005936
133383,0.017357
133384,0.009437
133385,0.005374
133386,0.003608
133387,0.002082
133388,0.033089
133389,0.008023
133390,0.001187
133391,0.009859
133392,0.004273
133393,0.017722
133394,0.010134
133395,0.004210
133396,0.009436
133397,0.002576
133398,0.003261
133399,0.002975
133400,0.024924
133401,0.015855
133402,0.003582
133403,0.007965
133404,0.005834
133405,0.010741
133406,0.038473
133407,0.003186
133408,0.009745
133409,0.014008
133410,0.003360
133411,0.023343
133412,0.019699
133413,0.006797
133414,0.008305
133415,0.030067
133416,0.018374
133417,0.034652
133418,0.005614
133419,0.015064
133420,0.003875
133421,0.012259
133422,0.002081
133423,0.004639
133424,0.030066
133425,0.010780
133426,0.004128
133427,0.002503
133428,0.010016
133429,0.008193
133430,0.005188
133431,0.001910
133432,0.007548
133433,0.008561
133434,0.006577
133435,0.012733
133436,0.003352
133437,0.001912
133438,0.004621
133439,0.005046
133440,0.004749
133441,0.005779
133442,0.004191
133443,0.005271
133444,0.001630
133445,0.002357
133446,0.004810
133447,0.012052
133448,0.006141
133449,0.009491
133450,0.012273
133451,0.004501
133452,0.003474
133453,0.008356
133454,0.006647
133455,0.002382
133456,0.002505
133457,0.003078
133458,0.005691
133459,0.003985
133460,0.002961
133461,0.008706
133462,0.009313
133463,0.013183
133464,0.002923
133465,0.003823
133466,0.036604
133467,0.003604
133468,0.002507
133469,0.003954
133470,0.004011
133471,0.003242
133472,0.003096
133473,0.004217
133474,0.003795
133475,0.003548
133476,0.003578
133477,0.012476
133478,0.005235
133479,0.005018
133480,0.001623
133481,0.005403
133482,0.004762
133483,0.003927
133484,0.025907
133485,0.008286
133486,0.011661
133487,0.009259
133488,0.005729
133489,0.006995
133490,0.018559
133491,0.010649
133492,0.002135
133493,0.006172
133494,0.013506
133495,0.012738
133496,0.031561
133497,0.014264
133498,0.006981
133499,0.016837
133500,0.003563
133501,0.019901
133502,0.002223
133503,0.007123
133504,0.004385
133505,0.031609
133506,0.057912
133507,0.004589
133508,0.021478
133509,0.004841
133510,0.002893
133511,0.002381
133512,0.001583
133513,0.005773
133514,0.006028
133515,0.003447
133516,0.010816
133517,0.014058
133518,0.023892
133519,0.013193
133520,0.010024
133521,0.019834
133522,0.005520
133523,0.002790
133524,0.002455
133525,0.009105
133526,0.007795
133527,0.002431
133528,0.005664
133529,0.008211
133530,0.010382
133531,0.007667
133532,0.007272
133533,0.002894
133534,0.008961
133535,0.002697
133536,0.006085
133537,0.002870
133538,0.006752
133539,0.009041
133540,0.003006
133541,0.006988
133542,0.004042
133543,0.018219
133544,0.007603
133545,0.003236
133546,0.004040
133547,0.002249
133548,0.004426
133549,0.006672
133550,0.007925
133551,0.003767
133552,0.022484
133553,0.004859
133554,0.036653
133555,0.005871
133556,0.002986
133557,0.004787
133558,0.004207
133559,0.006772
133560,0.008107
133561,0.009148
133562,0.001945
133563,0.003725
133564,0.004864
133565,0.003390
133566,0.006145
133567,0.007692
133568,0.002512
133569,0.002795
133570,0.002573
133571,0.008192
133572,0.010985
133573,0.003897
133574,0.003500
133575,0.004811
133576,0.017796
133577,0.006571
133578,0.022988
133579,0.004127
133580,0.006322
133581,0.008739
133582,0.022678
133583,0.003362
133584,0.004507
133585,0.008530
133586,0.021109
133587,0.003297
133588,0.005572
133589,0.006751
133590,0.016678
133591,0.005225
133592,0.009870
133593,0.004425
133594,0.016283
133595,0.002250
133596,0.009335
133597,0.006174
133598,0.008503
133599,0.007100
133600,0.002718
133601,0.007656
133602,0.011837
133603,0.006912
133604,0.006337
133605,0.006154
133606,0.017401
133607,0.002647
133608,0.022341
133609,0.005112
133610,0.005712
133611,0.006292
133612,0.005604
133613,0.004522
133614,0.011110
133615,0.004744
133616,0.004457
133617,0.005603
133618,0.003211
133619,0.017331
133620,0.004741
133621,0.016376
133622,0.019131
133623,0.007275
133624,0.008090
133625,0.012501
133626,0.001681
133627,0.012258
133628,0.018635
133629,0.003628
133630,0.004973
133631,0.011596
133632,0.002935
133633,0.002925
133634,0.010456
133635,0.014489
133636,0.006244
133637,0.004041
133638,0.002845
133639,0.005110
133640,0.009367
133641,0.002558
133642,0.004627
133643,0.003345
133644,0.001103
133645,0.024443
133646,0.015059
133647,0.003254
133648,0.017446
133649,0.008065
133650,0.027068
133651,0.004844
133652,0.000844
133653,0.008997
133654,0.002146
133655,0.007205
133656,0.005959
133657,0.002142
133658,0.040174
133659,0.002535
133660,0.022155
133661,0.003068
133662,0.007579
133663,0.005267
133664,0.003925
133665,0.007374
133666,0.005618
133667,0.004268
133668,0.002669
133669,0.010016
133670,0.004186
133671,0.009323
133672,0.003784
133673,0.013135
133674,0.001206
133675,0.012203
133676,0.005179
133677,0.012157
133678,0.001959
133679,0.007140
133680,0.008318
133681,0.006029
133682,0.006549
133683,0.002923
133684,0.008181
133685,0.003870
133686,0.007219
133687,0.003057
133688,0.015078
133689,0.004382
133690,0.015470
133691,0.024088
133692,0.005513
133693,0.001763
133694,0.003474
133695,0.013468
133696,0.014815
133697,0.004710
133698,0.002499
133699,0.004448
133700,0.003298
133701,0.004799
133702,0.005646
133703,0.007219
133704,0.004110
133705,0.001905
133706,0.003997
133707,0.003928
133708,0.009504
133709,0.009437
133710,0.006178
133711,0.003002
133712,0.006087
133713,0.008584
133714,0.007137
133715,0.007113
133716,0.002805
133717,0.002696
133718,0.015232
133719,0.017076
133720,0.003469
133721,0.003441
133722,0.005770
133723,0.004943
133724,0.010419
133725,0.005521
133726,0.004080
133727,0.003847
133728,0.002439
133729,0.005449
133730,0.002218
133731,0.002181
133732,0.003209
133733,0.004552
133734,0.014418
133735,0.009532
133736,0.003846
133737,0.003311
133738,0.006893
133739,0.010743
133740,0.003478
133741,0.005013
133742,0.003865
133743,0.002719
133744,0.002718
133745,0.026343
133746,0.017686
133747,0.006595
133748,0.004897
133749,0.001926
133750,0.005015
133751,0.002100
133752,0.012063
133753,0.011878
133754,0.004106
133755,0.005272
133756,0.002577
133757,0.005390
133758,0.003719
133759,0.011233
133760,0.020279
133761,0.005861
133762,0.002760
133763,0.003200
133764,0.012879
133765,0.006234
133766,0.001956
133767,0.010409
133768,0.030369
133769,0.001129
133770,0.005346
133771,0.003001
133772,0.014223
133773,0.010370
133774,0.032204
133775,0.002847
133776,0.003787
133777,0.008515
133778,0.009309
